!
! === HERAFitter dataset ===
!
! Information:
!
! This file is based on the data from
!  "Measurement of the Inclusive Jet Cross Section
!   at the Fermilab Tevatron p anti-p Collider Using a Cone-Based Jet Algorithm"
!   by CDF collaboration.
!
! Published in PR D78,052006
! Erratum in PR D79,119902
! Preprinted as FERMILAB-PUB-08-243-E
! Archived as ARXIV:0807.2204
!
! Predictions are obtained using FastNLO table
!   http://projects.hepforge.org/~fastnlo/code/src/fnt2007midp.tab.gz
!  which should be placed into 'theoryfiles' directory.
!
! Uncertaities are symmetrizated as errsym = sign("1")*max(|"1"|,|"2"|)
!
! List of columns:
! Column 1 is a number of a rapidity bin
! Column 2 is a mean value for Pt bin
! Column 3 is a low value for Pt bin
! Column 4 is a up value for Pt bin
! Column 5 is the jet cross section
! Column 6 is the stat uncertainty for the jet cross section
! Column 7 is the sys uncertainty for the jet cross section
! Column 8 is the non-perturbative correction
! Column 9 is the uncertainty for the non-perturbative correction
! Column 10 is the total jet energy scale uncertainty
! Columns 11-14 are the four contributions into the total jet energy scale uncertainty
!  they are considered independent and fully correlated over Pt and rapidity
! Column 15 is the dijet Pt balance nominal uncertainty
! Column 16-17 are the dijet Pt balance additional uncertainty
!  it is correlated over Pt and uncorrelated across different rapidity regions
! Column 18 is the pileup correction uncertainty
! Column 19 is the jet unfolding uncertainty
! Columns 20-24 are the uncertainty in the unfolding correction due to the dependence
!  on the jet Pt spectra, it is correlated over Pt
!  and uncorrelated across different rapidity regions
! Columns 25-29 are the jet energy resolution uncertaity
!  it is correlated over Pt and uncorrelated across different rapidity regions
! Column 30 is the luminosity uncertainty
!
! Test of the data using HERAFitter: 78.77/72 (13p HERAPDF, RT FAST)
!
! Support: please use the following e-mail
!  herafitter-help@desy.de
!
!  November 2011
!
! ==========================
!
&Data
   Name = 'CDF inclusive jets'
   Reaction  = 'pp jets APPLGRID'
! please use exactly pp in the reaction although the process is ppbar

   NData = 72
   NColumn = 30

   ColumnType = 4*'Bin','Sigma',2*'Error',2*'Bin',21*'Error'
   ColumnName = 'EtaBinNumber','ignore','pt1','pt2','Sigma','stat','ignore','NPCorr','ignore', 'ignore','CDF_Jets2008_sys1','CDF_Jets2008_sys2','CDF_Jets2008_sys3','CDF_Jets2008_sys4','CDF_Jets2008_sys5','CDF_Jets2008_sys6','CDF_Jets2008_sys7','CDF_Jets2008_sys8','CDF_Jets2008_sys9','CDF_Jets2008_sys10',
'CDF_Jets2008_sys11','CDF_Jets2008_sys12','CDF_Jets2008_sys13','CDF_Jets2008_sys14','CDF_Jets2008_sys15','CDF_Jets2008_sys16','CDF_Jets2008_sys17','CDF_Jets2008_sys18','CDF_Jets2008_sys19','CDF_Jets2008_sys20'

   NInfo   = 1
   DataInfo = 1960.,  
   CInfo    = 'sqrt(S)'
   
   IndexDataset = 82

   TheoryInfoFile = 'theoryfiles/fnt2007midp.tab'
   TheoryType     = 'FastNLO'

   Percent   = 2*False,21*True
&End
1   67   62.0   72.0   6.68   0.12   0.61   1.072   0.107   6.7   6.0   2.4   1.1   1.3   2.3   0.0   0.0   1.9   3.7   0.1   0.0   0.0   0.0   0.0   3.9   0.0   0.0   0.0   0.0   6.0
1   77.5   72.0   83.0   2.95   0.06   0.28   1.054   0.086   7.3   6.6   2.3   1.3   1.8   2.0   0.0   0.0   1.8   3.6   0.2   0.0   0.0   0.0   0.0   3.9   0.0   0.0   0.0   0.0   6.0
1   89.5   83.0   96.0   1.21   0.04   0.12   1.040   0.069   7.9   7.0   2.3   1.4   2.4   2.3   0.0   0.0   1.7   3.5   1.0   0.0   0.0   0.0   0.0   3.9   0.0   0.0   0.0   0.0   6.0
1   103   96.0   110.0   5.44E-1   0.24E-1   0.57E-1   1.028   0.055   8.6   7.5   2.2   1.5   3.1   2.4   0.0   0.0   1.6   3.3   0.6   0.0   0.0   0.0   0.0   4.0   0.0   0.0   0.0   0.0   6.0
1   118.5   110.0   127.0   2.28E-1   0.03E-1   0.25E-1   1.020   0.043   9.5   8.2   2.2   1.6   4.0   2.0   0.0   0.0   1.5   3.2   0.7   0.0   0.0   0.0   0.0   4.0   0.0   0.0   0.0   0.0   6.0
1   136.5   127.0   146.0   9.18E-2   0.14E-2   1.11E-2   1.013   0.033   10.4   8.7   2.1   1.6   5.0   2.6   0.0   0.0   1.3   3.1   1.5   0.0   0.0   0.0   0.0   4.1   0.0   0.0   0.0   0.0   6.0
1   157.5   146.0   169.0   3.76E-2   0.05E-2   0.49E-2   1.007   0.024   11.5   9.4   2.0   1.6   6.1   2.6   0.0   0.0   1.2   2.9   1.1   0.0   0.0   0.0   0.0   4.2   0.0   0.0   0.0   0.0   6.0
1   182   169.0   195.0   1.38E-2   0.03E-2   0.20E-2   1.003   0.017   12.8   10.2   1.9   1.7   7.3   3.1   0.0   0.0   1.1   2.7   1.6   0.0   0.0   0.0   0.0   4.5   0.0   0.0   0.0   0.0   6.0
1   209.5   195.0   224.0   5.30E-3   0.28E-3   0.83E-3   1.000   0.012   14.2   11.0   1.8   1.7   8.6   3.2   0.0   0.0   1.0   2.5   1.2   0.0   0.0   0.0   0.0   4.8   0.0   0.0   0.0   0.0   6.0
1   241.5   224.0   259.0   1.84E-3   0.04E-3   0.32E-3   0.998   0.008   15.9   12.0   1.7   1.7   10.1   2.8   0.0   0.0   1.0   2.3   1.6   0.0   0.0   0.0   0.0   5.2   0.0   0.0   0.0   0.0   6.0
1   278.5   259.0   298.0   5.93E-4   0.11E-4   1.14E-4   0.996   0.004   17.8   13.1   1.6   1.7   11.8   3.4   0.0   0.0   0.9   2.1   0.8   0.0   0.0   0.0   0.0   5.8   0.0   0.0   0.0   0.0   6.0
