*
* The data are taken from LHCb-PAPER-2013-004
* "Measurement of B meson production cross-sections in proton-proton collisions at sqrt(s) = 7 TeV"
* JHEP 1308 (2013) 117
* arXiv:1306.3663
*
* Fragmentation fractions are taken from arXiv:1306.3663
*
&Data
   Name         = 'LHCb 7TeV Bzero pT-y cross section'    
   IndexDataset = 411
   Reaction     = 'HVQMNR pp QQbar'          
   NInfo        = 5
   CInfo        = 'LHCb_7tev_beauty','abs','bzero','sqrt(S)','fragfraction'                      
   DataInfo     =                 0.,   0.,     0.,    7E+03,         0.337
   NData        = 95
   NColumn      = 24
   ColumnType   = 6*'Bin','Sigma',17*'Error'
   ColumnName   = 'ymin','ymax','pTmin','pTmax','yav','pTav','x-section','stat','uncor','lhcb7_bz_fitm','lhcb7_bz_fitr','lhcb7_bz_nrbk','lhcb7_bz_cobk','lhcb7_bz_bins','lhcb7_bz_dcnd','lhcb7_bz_trig','lhcb7_b_trac','lhcb7_bz_vtxq','lhcb7_bz_muid','lhcb7_bz_hdid','lhcb7_bz_angd','brat_bzjpmumukskapi','lhcb7_lumi','ffrc_bbcz'
   Percent      = 17*true
&End
&PlotDesc
   PlotN = 5
   PlotDefColumn   = 'ymin'
   PlotDefValue    = 1.9, 2.1, 2.6, 3.1, 3.6, 4.1, 4.6
   PlotVarColumn   = 'pTav'
   PlotOptions(1)  = 'Experiment:LHCb #sqrt{s} = 7 TeV B^{0}@ExtraLabel:pp #rightarrow B^{0} @XTitle: p_{T} [GeV] @YTitle: d#sigma/dp_{T}dy [#mub/GeV] @Title:2.0 < y < 2.5@Ylog'
   PlotOptions(2)  = 'Experiment:LHCb #sqrt{s} = 7 TeV B^{0}@ExtraLabel:pp #rightarrow B^{0} @XTitle: p_{T} [GeV] @YTitle: d#sigma/dp_{T}dy [#mub/GeV] @Title:2.5 < y < 3.0@Ylog'
   PlotOptions(3)  = 'Experiment:LHCb #sqrt{s} = 7 TeV B^{0}@ExtraLabel:pp #rightarrow B^{0} @XTitle: p_{T} [GeV] @YTitle: d#sigma/dp_{T}dy [#mub/GeV] @Title:3.0 < y < 3.5@Ylog'
   PlotOptions(4)  = 'Experiment:LHCb #sqrt{s} = 7 TeV B^{0}@ExtraLabel:pp #rightarrow B^{0} @XTitle: p_{T} [GeV] @YTitle: d#sigma/dp_{T}dy [#mub/GeV] @Title:3.5 < y < 4.0@Ylog'
   PlotOptions(5)  = 'Experiment:LHCb #sqrt{s} = 7 TeV B^{0}@ExtraLabel:pp #rightarrow B^{0} @XTitle: p_{T} [GeV] @YTitle: d#sigma/dp_{T}dy [#mub/GeV] @Title:4.0 < y < 4.5@Ylog'
&End
* Start DATA
*  ymin  ymax pTmin pTmax   yav  pTav         cs   stat  uncor   fitm   fitr   nrbk   cobk   bins   dcnd   trig   trac   vtxq   muid   hdid   angd   brat   lumi   ffrc
* 1st y bin *
    2.0   2.5   0.0   2.0  2.25  1.00    0.97000  23.71  50.54   1.30   1.00   2.20   0.80   0.10   3.10   2.60   4.40   0.90   0.80   1.00   0.10  12.30   3.50   6.50
    2.0   2.5   2.0   2.5  2.25  2.25    3.15000  21.90  44.69   1.30   1.00   2.20   0.80   0.10   3.10   2.60   4.40   0.90   0.80   1.00   0.10  12.30   3.50   6.50
    2.0   2.5   2.5   3.0  2.25  2.75    2.70000  20.00  44.36   1.30   1.00   2.20   0.80   0.10   3.10   2.60   4.40   0.90   0.80   1.00   0.10  12.30   3.50   6.50
    2.0   2.5   3.0   3.5  2.25  3.25    2.42000  19.42  43.95   1.30   1.00   2.20   0.80   0.10   3.10   2.60   4.40   0.90   0.80   1.00   0.10  12.30   3.50   6.50
    2.0   2.5   3.5   4.0  2.25  3.75    2.24000  16.52  44.11   1.30   1.00   2.20   0.80   0.10   3.10   2.60   4.40   0.90   0.80   1.00   0.10  12.30   3.50   6.50
    2.0   2.5   4.0   4.5  2.25  4.25    2.27000  16.30  43.93   1.30   1.00   2.20   0.80   0.10   3.10   2.60   4.40   0.90   0.80   1.00   0.10  12.30   3.50   6.50
    2.0   2.5   4.5   5.0  2.25  4.75    2.15000  15.35  44.20   1.30   1.00   2.20   0.80   0.10   3.10   2.60   4.40   0.90   0.80   1.00   0.10  12.30   3.50   6.50
    2.0   2.5   5.0   5.5  2.25  5.25    2.25000  12.44  43.89   1.30   1.00   2.20   0.80   0.10   3.10   2.60   4.40   0.90   0.80   1.00   0.10  12.30   3.50   6.50
    2.0   2.5   5.5   6.0  2.25  5.75    1.45000  16.55  44.60   1.30   1.00   2.20   0.80   0.10   3.10   2.60   4.40   0.90   0.80   1.00   0.10  12.30   3.50   6.50
    2.0   2.5   6.0   6.5  2.25  6.25    1.40000  13.57  44.11   1.30   1.00   2.20   0.80   0.10   3.10   2.60   4.40   0.90   0.80   1.00   0.10  12.30   3.50   6.50
    2.0   2.5   6.5   7.0  2.25  6.75    1.45000  13.10  44.60   1.30   1.00   2.20   0.80   0.10   3.10   2.60   4.40   0.90   0.80   1.00   0.10  12.30   3.50   6.50
    2.0   2.5   7.0   7.5  2.25  7.25    0.99000  15.15  44.15   1.30   1.00   2.20   0.80   0.10   3.10   2.60   4.40   0.90   0.80   1.00   0.10  12.30   3.50   6.50
    2.0   2.5   7.5   8.0  2.25  7.75    0.97000  12.37  44.07   1.30   1.00   2.20   0.80   0.10   3.10   2.60   4.40   0.90   0.80   1.00   0.10  12.30   3.50   6.50
    2.0   2.5   8.0   9.0  2.25  8.50    0.88000   9.09  44.28   1.30   1.00   2.20   0.80   0.10   3.10   2.60   4.40   0.90   0.80   1.00   0.10  12.30   3.50   6.50
