*
* The data are taken from LHCb-PAPER-2013-004
* "Measurement of B meson production cross-sections in proton-proton collisions at sqrt(s) = 7 TeV"
* JHEP 1308 (2013) 117
* arXiv:1306.3663
*
* Fragmentation fractions are taken from arXiv:1306.3663
*
&Data
   Name         = 'LHCb 7TeV Bch pT-y cross section'    
   IndexDataset = 412
   Reaction     = 'HVQMNR pp QQbar'          
   NInfo        = 5
   CInfo        = 'LHCb_7tev_beauty','abs','bch','sqrt(S)','fragfraction'                      
   DataInfo     =                 0.,   0.,   0.,    7E+03,         0.337
   NData        = 135
   NColumn      = 20
   ColumnType   = 6*'Bin','Sigma',13*'Error'
   ColumnName   = 'ymin','ymax','pTmin','pTmax','yav','pTav','x-section','stat','uncor','lhcb7_bc_fitm','lhcb7_bc_fitr','lhcb7_bc_cobk','lhcb7_bc_bins','lhcb7_bc_trig','lhcb7_b_trac','lhcb7_bc_vtxq','lhcb7_bc_muid','brat_bcjpmumuka','lhcb7_lumi','ffrc_bbcz'
   Percent      = 13*true
&End
&PlotDesc
   PlotN = 5
   PlotDefColumn   = 'ymin'
   PlotDefValue    = 1.9, 2.1, 2.6, 3.1, 3.6, 4.1, 4.6
   PlotVarColumn   = 'pTav'
   PlotOptions(1)  = 'Experiment:LHCb #sqrt{s} = 7 TeV B^{#pm}@ExtraLabel:pp #rightarrow B^{#pm} @XTitle: p_{T} [GeV] @YTitle: d#sigma/dp_{T}dy [#mub/GeV] @Title:2.0 < y < 2.5@Ylog'
   PlotOptions(2)  = 'Experiment:LHCb #sqrt{s} = 7 TeV B^{#pm}@ExtraLabel:pp #rightarrow B^{#pm} @XTitle: p_{T} [GeV] @YTitle: d#sigma/dp_{T}dy [#mub/GeV] @Title:2.5 < y < 3.0@Ylog'
   PlotOptions(3)  = 'Experiment:LHCb #sqrt{s} = 7 TeV B^{#pm}@ExtraLabel:pp #rightarrow B^{#pm} @XTitle: p_{T} [GeV] @YTitle: d#sigma/dp_{T}dy [#mub/GeV] @Title:3.0 < y < 3.5@Ylog'
   PlotOptions(4)  = 'Experiment:LHCb #sqrt{s} = 7 TeV B^{#pm}@ExtraLabel:pp #rightarrow B^{#pm} @XTitle: p_{T} [GeV] @YTitle: d#sigma/dp_{T}dy [#mub/GeV] @Title:3.5 < y < 4.0@Ylog'
   PlotOptions(5)  = 'Experiment:LHCb #sqrt{s} = 7 TeV B^{#pm}@ExtraLabel:pp #rightarrow B^{#pm} @XTitle: p_{T} [GeV] @YTitle: d#sigma/dp_{T}dy [#mub/GeV] @Title:4.0 < y < 4.5@Ylog'
&End
* Start DATA
*  ymin  ymax pTmin pTmax   yav  pTav         cs   stat  uncor   fitm   fitr   cobk   bins   trig   trac   vtxq   muid   brat   lumi   ffrc
* 1st y bin *
    2.0   2.5   0.0   0.5  2.25  0.25    0.36000  30.56  32.69   2.50   0.10   0.60   0.10   2.40   2.40   1.00   0.70   3.30   3.50   6.50
    2.0   2.5   0.5   1.0  2.25  0.75    1.56000  11.54  33.34   2.50   0.10   0.60   0.10   2.40   2.40   1.00   0.70   3.30   3.50   6.50
    2.0   2.5   1.0   1.5  2.25  1.25    1.95000   9.74  33.73   2.50   0.10   0.60   0.10   2.40   2.40   1.00   0.70   3.30   3.50   6.50
    2.0   2.5   1.5   2.0  2.25  1.75    2.16000   9.26  34.10   2.50   0.10   0.60   0.10   2.40   2.40   1.00   0.70   3.30   3.50   6.50
    2.0   2.5   2.0   2.5  2.25  2.25    2.55000   8.24  33.48   2.50   0.10   0.60   0.10   2.40   2.40   1.00   0.70   3.30   3.50   6.50
    2.0   2.5   2.5   3.0  2.25  2.75    2.85000   7.37  33.40   2.50   0.10   0.60   0.10   2.40   2.40   1.00   0.70   3.30   3.50   6.50
    2.0   2.5   3.0   3.5  2.25  3.25    2.78000   6.83  33.17   2.50   0.10   0.60   0.10   2.40   2.40   1.00   0.70   3.30   3.50   6.50
    2.0   2.5   3.5   4.0  2.25  3.75    2.35000   6.81  32.97   2.50   0.10   0.60   0.10   2.40   2.40   1.00   0.70   3.30   3.50   6.50
    2.0   2.5   4.0   4.5  2.25  4.25    2.20000   7.27  33.46   2.50   0.10   0.60   0.10   2.40   2.40   1.00   0.70   3.30   3.50   6.50
    2.0   2.5   4.5   5.0  2.25  4.75    2.31000   6.06  33.13   2.50   0.10   0.60   0.10   2.40   2.40   1.00   0.70   3.30   3.50   6.50
    2.0   2.5   5.0   5.5  2.25  5.25    2.03000   6.40  33.35   2.50   0.10   0.60   0.10   2.40   2.40   1.00   0.70   3.30   3.50   6.50
    2.0   2.5   5.5   6.0  2.25  5.75    1.72000   6.40  33.08   2.50   0.10   0.60   0.10   2.40   2.40   1.00   0.70   3.30   3.50   6.50
    2.0   2.5   6.0   6.5  2.25  6.25    1.65000   6.06  33.30   2.50   0.10   0.60   0.10   2.40   2.40   1.00   0.70   3.30   3.50   6.50
    2.0   2.5   6.5   7.0  2.25  6.75    1.29000   6.20  33.48   2.50   0.10   0.60   0.10   2.40   2.40   1.00   0.70   3.30   3.50   6.50
    2.0   2.5   7.0   7.5  2.25  7.25    1.31000   6.11  33.72   2.50   0.10   0.60   0.10   2.40   2.40   1.00   0.70   3.30   3.50   6.50
    2.0   2.5   7.5   8.0  2.25  7.75    1.17000   5.98  33.56   2.50   0.10   0.60   0.10   2.40   2.40   1.00   0.70   3.30   3.50   6.50
