&DATA
  Name = 'ATLAS Jet data 0.3 <= |y| < 0.8'
  NDATA = 16
  NColumn = 28
  ColumnType = 4*'Bin','Sigma','Error',22*'Error'
  ColumnName = 'pt1','pt2','YBinSize','NPCorr','Sigma','stat', 
		'ATL_Jet2010_JES1_1' , 'ATL_Jet2010_JES2_7' , 
	'ATL_Jet2010_JES3_13' , 'ATL_Jet2010_JES4_19' ,
	 'ATL_Jet2010_JES5_25' , 'ATL_Jet2010_JES6_31' , 
         'ATL_Jet2010_JES7_32' , 'ATL_Jet2010_JES8_38' , 
	'ATL_Jet2010_JES9_44' , 'ATL_Jet2010_JES10_50' , 
	'ATL_Jet2010_JES11_56' , 
         'ATL_Jet2010_JES12_62' , 'ATL_Jet2010_JES13_68' ,
	 'ATL_Jet2010_UnfClo_74' , 'ATL_Jet2010_Match_75' , 
	'ATL_Jet2010_JER_76' , 
         'ATL_Jet2010_YReso_82' , 'ATL_Jet2010_RecoEff_83' ,
	 'ATLAS_lumi2010' , 'ATL_Jet2010_uncor_JESPile' ,
	 'ATL_Jet2010_uncor_TEff' , 
         'ATL_Jet2010_uncor_CleEff'
  NInfo   = 1
  DataInfo = 7000.
  CInfo    = 'sqrt(S)'
  IndexDataset = 28 
  Reaction  = 'pp jets APPLGRID'
  TheoryInfoFile = 'theoryfiles/atlas/Jets2010/R06/eta2.root'
  TheoryType     = 'applgrid' 
  Percent   = 50*True
&END
25.000000	25.000000	1.000000	1.602639	9950524.924262	0.480795	11.721330	9.474078	13.508291	8.275281	4.693023	0.000000	2.170551	4.428419	4.727348	0.007183	0.048231	3.015854	0.018057	0.065254	0.944012	2.748264	0.063697	2.000000	3.400000	0.831116	1.000000	0.437548	
37.500000	37.500000	1.000000	1.295228	1252971.820172	1.030906	8.564802	9.878003	10.388324	7.906553	2.951720	0.000000	2.556160	3.452592	4.949335	0.055995	0.073569	3.459710	0.170407	0.029511	0.706467	2.830609	0.123369	1.000000	3.400000	0.607840	1.000000	0.352312	
52.500000	52.500000	1.000000	1.173926	224799.116495	2.038311	2.171233	8.934831	7.435447	4.240185	1.886705	0.000000	3.387651	2.064199	4.691993	0.225165	0.424170	2.878970	0.430920	0.098687	0.456482	1.624688	0.142803	1.000000	3.400000	0.384482	1.000000	0.265921	
70.000000	70.000000	1.000000	1.115088	53209.885023	0.810127	1.070044	6.356520	4.024256	2.686119	3.460340	0.000000	3.028017	1.505055	4.746340	0.446832	0.085257	0.914253	1.678097	0.040261	0.311246	1.172204	0.044157	1.000000	3.400000	0.346347	1.000000	0.194033	
95.000000	95.000000	1.000000	1.076978	11294.472549	0.468215	0.517387	5.889301	3.241922	2.954971	2.582136	0.000000	3.169037	1.429678	5.158104	1.424580	0.389950	0.325820	4.126190	0.039358	0.292331	0.370044	0.030545	1.000000	3.400000	0.490931	1.000000	0.134778	
135.000000	135.000000	1.000000	1.050585	1875.428861	0.461217	0.058012	5.421135	2.618501	2.304687	0.394327	0.000000	2.479810	0.734818	5.213401	1.571414	0.064433	0.142812	5.100342	0.100097	0.057366	0.840609	0.007842	1.000000	3.400000	0.478047	1.000000	0.097998	
185.000000	185.000000	1.000000	1.036028	303.369724	0.491476	0.005938	3.980482	2.654153	2.423684	1.608080	0.000000	2.637303	1.045312	6.118354	2.778977	0.438593	0.016628	7.092248	0.159857	0.056162	0.545705	0.090311	1.000000	3.400000	0.508001	1.000000	0.087265	
235.000000	235.000000	1.000000	1.028482	74.716427	0.615089	0.001373	3.500219	3.322886	1.550726	2.472901	0.000000	1.796596	0.670315	6.428066	3.437852	0.443170	0.001956	7.969988	0.245646	0.069525	0.764099	0.010438	1.000000	3.400000	0.396919	1.000000	0.085426	
285.000000	285.000000	1.000000	1.023896	23.899886	0.588914	0.000531	4.728344	2.858326	1.548741	2.935927	0.000000	2.072213	0.771111	6.854017	3.688207	0.257304	0.000524	8.572622	0.132299	0.119222	0.723431	0.035632	1.000000	3.400000	0.285815	1.000000	0.085130	
355.000000	355.000000	1.000000	1.019860	6.789867	0.696973	0.000150	4.177765	3.116125	1.123319	3.412336	0.000000	1.771114	0.328495	7.607549	4.484548	0.413048	0.000276	9.840860	0.156425	0.190522	0.435005	0.020546	1.000000	3.400000	0.303105	1.000000	0.085080	
450.000000	450.000000	1.000000	1.016550	1.436559	1.465844	0.000058	4.901908	3.242229	0.525711	2.377385	0.000000	1.440869	0.319226	6.691435	4.619023	0.282627	0.000127	10.338912	0.128735	0.154690	0.827124	0.066981	1.000000	3.400000	0.245713	1.000000	0.085077	
550.000000	550.000000	1.000000	1.014380	0.368447	2.721335	0.000014	3.462556	1.681104	0.887512	2.345590	0.000000	1.286575	0.435655	6.938452	5.172898	0.640378	0.000029	10.797703	0.329479	0.038275	0.520926	0.092991	1.000000	3.400000	0.277664	1.000000	0.405933	
700.000000	700.000000	1.000000	1.012342	0.074972	4.460603	0.000002	2.464170	0.884453	0.381515	3.250381	0.000000	1.172338	0.452708	7.429566	6.419488	1.288679	0.000004	12.704125	0.265337	0.007108	0.366982	0.047397	1.000000	3.400000	0.215129	1.000000	0.405933	
900.000000	900.000000	1.000000	1.010714	0.009086	11.944370	0.000104	5.339429	1.784847	0.905866	3.477117	0.000000	0.854321	0.380350	9.192377	7.203844	3.076164	0.000018	15.779024	0.434020	0.006332	0.921063	0.045825	1.000000	3.400000	0.154914	1.000000	0.405933	
1100.000000	1100.000000	1.000000	1.009688	0.001614	28.804281	0.003991	6.128836	1.858937	0.821932	3.881932	0.000000	0.760437	0.795615	10.504008	8.635063	6.612909	0.000841	18.932077	0.563038	0.000700	1.428510	0.065473	1.000000	3.400000	0.138721	1.000000	0.405933	
1350.000000	1350.000000	1.000000	1.008836	0.000235	58.657288	0.080655	7.450022	2.699573	0.662630	4.271850	0.000000	1.577455	0.710691	10.883307	9.882159	12.401205	0.016736	22.512133	0.284686	0.043344	1.819131	0.086219	1.000000	3.400000	0.146941	1.000000	0.405933	
